A,B,C,D
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",duh duh duh er </u><u> gotta figure out what the sign means left for </u><u> I think so </u><u> looks like it </u><u> er,right,there we go erm yeah </u><u> is this it yeah? is this that turn off we were supposed to be looking for? yeah
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",that turn off we were supposed to be looking for? yeah look how long it''s took to get here it said it like it was,right,away </u><u> Hill yeah shall I turn this off cos we can just use the paper again? </u><u> no leave it on
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",two three me and mummy always count the exits </u><u> why? </u><u> to make sure we get the,right,one </u><u> I can''t believe it it it started like we had to straight after </u><u> yeah it was like boom </u>
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",minutes </u><u> is it? </u><u> yeah me and mummy always count the roundabout stops to make sure we get the,right,one </u><u> yeah </u><u> cos sometimes it''s not clear do you not count them? </u><u> I kind of in my head just look at them </u><u> </u><u> I
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",n''t understand how people do it like how do they not miss? </u><u> what''s that? </u><u> thank you </u><u> </u><u> we''re obviously,right,there </u><u> in a thousand feet </u><u> take the third exit did it say? </u><u> yeah </u><u> maybe you should correspond it with
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",feet? </u><u> Beach that sounds like is it? is it this one we turn,right,yeah? yeah that looks like beach </u><u> yeah </u><u> erm tourist park isn''t it? </u><u> oh there''s the sea </u><u> oh </u><u> look at the house on the
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",turn right </u><u> yeah we did didn''t we? oh no it''s coming up </u><u> is it? oh right here yeah there''s a sign there isn''t there? </u><u> yeah </u><u> turn,right,onto Road that''s it </u><u> ohh </u><u> Hotel
"Discussing|Explaining|Inquiring|Complaining,Sport, uni, work, bands, translation, scientific methods",any radiation according to wavelength </u><u> yeah so like the separation of things into something else? yeah </u><u> yeah that sounds,right,yeah </u><u> </unclea> yeah elle a dit I love my brother but I''m not confident when it''s about English
"Discussing|Explaining|Inquiring|Complaining,Sport, uni, work, bands, translation, scientific methods",this morning them roosters </u><u> yeah they do sometimes they start earlier so help you if you''re awake,right,it says it doesn''t explain where the Jack came from though it says it''s so cool because it combines the crosses of three
"Discussing|Explaining|Inquiring|Complaining,Sport, uni, work, bands, translation, scientific methods",NGOs and like voluntary work and stuff he said that is like the booming economy for NGO work </u><u> yeah </u><u> and it''s like,right,on my doorstep </u><u> mm </u><u> and because I already have a little bit of Spanish but I also have the French and fluent in English he said
"Discussing|Explaining|Inquiring|Complaining,Sport, uni, work, bands, translation, scientific methods",I already have a little bit of Spanish but I also have the French and fluent in English he said that I would probably be,right,at the top of the list </u><u> yeah </u><u> and I''m studying international relations I''ve sort of got everything going for me </u><u> yeah </u><u> so I was
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children",the Words with Friends I was chatting </u><u> yeah </u><u> and they were saying something about yeah we drink cos I said something about,right,I''ve got to go I''ve got to make tea </u><u> yeah </u><u> and they''re like oh we don''t drink a lot of tea out here well we do ice tea and I''m like
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children",you are you twisting the words or are you not understanding? and they went I don''t know what you mean by that so I was like,right,well what you say is you know somebody says something in a joking way that could be taken as mean you then say that back to
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children",joking way as in you can go off people and and like I expect you to spread yeah </u><u> stop liking them </u><u> yeah I expect you to spread it,right,across America </u><u> yeah </u><u> and they''re like right will do will do yeah yeah and I also had somebody when I told said I
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children",you to spread yeah </u><u> stop liking them </u><u> yeah I expect you to spread it right across America </u><u> yeah </u><u> and they''re like,right,will do will do yeah yeah and I also had somebody when I told said I was going to give somebody a bollocking on there as well </u>
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children",on there as well </u><u> </u><u> they didn''t get it I just </unclea> and they were like do what what does that mean?,right,I''m going to use that on my kids no adults adult kids but yeah </u><u> yeah yeah no no </u><u> no I said they''re adults I''m going to give them a
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children",really sad but you think no I couldn''t imagine them without each other they were just so </u><u> yeah </u><u> you know in tune and and happy,right,through and yeah it''s funny isn''t it? </u><u> mm </u><u> it''s funny I think that''s why when people talk about your attitude and pentl er
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children",the the bar now haven''t I? </u><u> yeah exactly yeah yeah </u><u> that was an easy enough one but </u><u> yeah but it shows though that you''re on the,right,track you''re including the right stuff you''re backing it up with </u><u> exactly evidence </u><u> whatever you yeah evidence that''s
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children",yeah yeah </u><u> that was an easy enough one but </u><u> yeah but it shows though that you''re on the right track you''re including the,right,stuff you''re backing it up with </u><u> exactly evidence </u><u> whatever you yeah evidence that''s the word </u><u> yes yeah and she said to me
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children",controller and a sales controller </u><u> mm </u><u> erm we we had to present it at eleven o''clock at half nine we get together and go,right,we have to write a presentation now PowerPoint going erm okay what shall we say? </unclea> blagged it like
